remaining_hours,created_hours_ago,distance_km,travel_hours,slack_hours,feasibility_ratio,perishability_risk,ideal_window,service_value,estimated_meals,quantity_confidence,demand_pressure,nearby_density,type_density,ngo_success_rate,ngo_open_load,ngo_performance,ngo_verified,donor_reliability,target_priority,pickup_success_probability
5.02,1.42,4.63,0.18,4.49,9.47,1.0,2.0,0.95,75.87,0.92,0.616,9,6,0.788,0.849,0.825,1.0,0.567,53.9,0.537
5.27,3.97,8.1,0.38,4.42,7.22,0.82,4.0,1.0,84.88,0.89,0.251,6,9,0.932,0.464,0.525,0.0,0.858,59.1,0.459
2.7,4.86,11.37,0.59,1.13,2.87,0.58,6.0,0.88,138.79,0.9,0.325,14,12,0.612,0.628,0.776,0.0,0.912,54.3,0.378
4.73,0.55,7.48,0.29,3.43,7.39,1.0,2.0,0.95,102.3,0.71,0.92,18,9,0.541,0.979,0.479,0.0,0.543,54.2,0.396
2.85,1.86,14.56,0.52,1.42,3.28,0.82,4.0,1.0,95.25,0.98,0.777,12,8,0.806,0.303,0.923,0.0,0.769,70.5,0.586
0.93,0.55,11.44,0.47,0.15,1.13,1.0,2.0,0.95,110.85,0.96,0.688,16,1,0.503,0.311,0.452,0.0,0.574,75.9,0.489
9.69,1.9,6.37,0.26,9.04,15.89,0.35,8.0,0.55,15.05,0.71,0.49,13,6,0.471,0.776,0.618,1.0,0.905,39.4,0.436
9.5,5.35,14.14,0.73,7.78,8.8,0.35,8.0,0.55,67.97,0.57,0.942,18,2,0.483,0.644,0.896,1.0,0.489,39.0,0.425
1.34,0.11,6.75,0.31,0.53,2.03,0.82,4.0,1.0,81.47,0.74,0.229,1,11,0.729,0.383,0.515,0.0,0.899,69.5,0.516
5.32,0.49,5.57,0.3,4.72,8.18,0.82,4.0,1.0,62.47,0.94,0.528,16,2,0.596,0.266,0.967,0.0,0.622,64.0,0.447
0.57,1.69,17.91,0.87,-0.87,0.47,0.82,4.0,1.0,21.94,0.97,0.531,7,12,0.718,0.746,0.64,1.0,0.796,48.6,0.353
8.66,5.76,6.4,0.31,7.7,13.12,0.58,6.0,0.88,45.81,0.91,0.328,11,3,0.872,0.949,0.681,0.0,0.761,39.1,0.335
1.69,3.52,6.12,0.25,1.17,2.82,0.82,4.0,1.0,117.92,0.68,0.166,1,2,0.609,0.592,0.632,0.0,0.829,73.7,0.512
7.67,2.49,10.19,0.39,7.0,10.36,0.58,6.0,0.88,63.66,0.87,0.569,13,3,0.968,0.431,0.503,0.0,0.499,47.1,0.358
0.52,1.49,16.11,0.66,-1.02,0.51,1.0,2.0,0.95,169.73,0.82,0.868,6,11,0.646,0.693,0.664,1.0,0.771,60.0,0.34
1.8,2.42,12.95,0.57,0.95,1.96,0.58,6.0,0.88,41.32,0.59,0.823,3,8,0.636,0.491,0.787,1.0,0.701,63.6,0.62
1.24,0.43,7.72,0.37,0.43,1.72,0.82,4.0,1.0,90.19,0.8,0.116,3,4,0.622,0.684,0.753,1.0,0.915,70.2,0.622
5.05,2.02,14.1,0.68,3.36,4.9,1.0,2.0,0.95,140.15,0.63,0.462,16,4,0.774,0.786,0.515,0.0,0.889,55.9,0.456
3.67,1.38,16.8,0.76,2.21,3.31,1.0,2.0,0.95,130.58,0.76,0.329,16,8,0.625,0.314,0.63,1.0,0.848,55.8,0.578
0.68,2.56,11.09,0.58,-0.94,0.73,0.58,6.0,0.88,24.86,0.88,0.348,13,9,0.625,0.861,0.569,1.0,0.53,40.3,0.232
0.8,0.87,11.47,0.49,-0.21,0.95,1.0,2.0,0.95,7.07,0.72,0.851,4,9,0.472,0.717,0.781,0.0,0.801,50.5,0.355
2.0,1.66,2.2,0.1,1.5,4.44,0.82,4.0,1.0,107.86,0.59,0.828,13,2,0.556,0.895,0.885,0.0,0.854,71.9,0.475
5.03,4.51,17.16,0.81,3.23,4.34,0.58,6.0,0.88,7.28,0.76,0.328,11,11,0.855,0.967,0.828,1.0,0.93,36.0,0.466
9.51,6.6,14.25,0.53,8.3,10.81,0.35,8.0,0.55,19.28,0.66,0.77,12,4,0.905,0.952,0.54,1.0,0.474,31.0,0.39
8.02,7.17,7.27,0.39,6.53,10.84,0.35,8.0,0.55,35.26,0.96,0.37,15,12,0.974,0.428,0.426,1.0,0.713,45.7,0.442
6.86,2.84,17.07,0.77,5.32,6.12,0.58,6.0,0.88,68.3,0.94,0.748,5,7,0.855,0.255,0.557,0.0,0.759,46.8,0.387
0.48,4.98,4.68,0.2,-0.41,0.87,0.58,6.0,0.88,93.63,0.64,0.604,13,1,0.454,0.882,0.72,0.0,0.355,50.1,0.233
4.15,2.45,10.66,0.42,2.99,5.39,0.82,4.0,1.0,116.09,0.76,0.588,17,10,0.755,0.22,0.888,0.0,0.951,63.4,0.564
1.04,1.5,1.75,0.08,0.65,2.42,0.82,4.0,1.0,133.19,0.76,0.757,4,9,0.467,0.52,0.813,1.0,0.822,76.0,0.592
2.07,1.53,11.06,0.56,1.17,2.27,1.0,2.0,0.95,143.69,0.93,0.879,11,12,0.493,0.948,0.517,0.0,0.403,62.0,0.433
5.56,0.81,5.87,0.23,4.41,9.59,0.58,6.0,0.88,89.03,0.98,0.81,12,6,0.777,0.952,0.645,1.0,0.389,50.9,0.49
4.35,5.8,11.27,0.53,3.24,4.94,0.58,6.0,0.88,108.11,0.76,0.495,11,5,0.733,0.194,0.5,0.0,0.897,59.5,0.464
1.56,0.77,3.38,0.16,1.14,3.06,1.0,2.0,0.95,86.26,1.0,0.445,17,8,0.623,0.302,0.832,1.0,0.791,77.1,0.63
1.17,3.74,15.39,0.67,-0.27,1.15,0.82,4.0,1.0,101.28,0.63,0.77,11,6,0.72,0.939,0.956,1.0,0.867,55.5,0.444
5.85,1.53,3.74,0.15,5.13,11.7,0.82,4.0,1.0,11.59,0.87,0.445,14,10,0.748,0.429,0.832,1.0,0.847,52.2,0.586
1.53,0.24,6.11,0.3,0.3,2.35,1.0,2.0,0.95,150.78,0.96,0.788,8,5,0.908,0.087,0.646,1.0,0.871,73.5,0.699
5.05,3.4,7.59,0.39,3.8,6.82,0.35,8.0,0.55,9.59,0.74,0.524,2,4,0.923,0.233,0.968,1.0,0.889,48.9,0.519
0.52,1.63,17.85,0.76,-0.66,0.47,1.0,2.0,0.95,85.5,0.6,0.783,4,9,0.549,0.705,0.923,0.0,0.773,61.8,0.288
2.75,3.34,3.3,0.13,2.27,5.73,0.82,4.0,1.0,159.13,0.64,0.743,5,1,0.562,0.664,0.654,1.0,0.527,70.7,0.557
4.7,5.23,8.97,0.33,3.59,6.91,0.58,6.0,0.88,95.62,0.78,0.339,17,11,0.823,0.492,0.825,1.0,0.643,55.5,0.482
8.35,0.62,16.51,0.69,7.16,8.03,0.58,6.0,0.88,13.93,0.94,0.101,13,10,0.825,0.94,0.864,1.0,0.411,32.8,0.384
7.13,3.36,12.07,0.44,6.11,9.03,0.82,4.0,1.0,154.48,0.79,0.677,17,5,0.527,0.021,0.509,1.0,0.942,57.8,0.63
4.87,2.02,4.71,0.25,3.73,8.12,1.0,2.0,0.95,9.0,0.75,0.437,4,4,0.564,0.178,0.726,1.0,0.65,46.7,0.55
9.97,0.67,0.54,0.03,8.86,26.24,0.35,8.0,0.55,114.61,0.81,0.767,16,1,0.61,0.317,0.702,1.0,0.692,54.4,0.506
4.93,3.35,2.04,0.08,3.87,11.47,0.35,8.0,0.55,61.68,0.83,0.434,3,5,0.832,0.987,0.47,0.0,0.939,47.0,0.383
5.46,5.52,10.37,0.43,4.04,7.0,0.58,6.0,0.88,45.61,0.97,0.219,2,1,0.725,0.332,0.935,1.0,0.38,53.1,0.56
1.3,4.49,0.58,0.03,0.81,3.42,0.58,6.0,0.88,159.43,0.91,0.737,7,2,0.558,0.817,0.486,0.0,0.534,70.2,0.412
10.06,3.49,15.21,0.59,8.55,10.7,0.35,8.0,0.55,85.49,0.93,0.676,10,12,0.525,0.946,0.754,0.0,0.372,26.4,0.19
5.31,0.92,12.75,0.47,3.82,6.48,0.58,6.0,0.88,138.46,0.99,0.745,16,11,0.751,0.236,0.53,1.0,0.783,57.9,0.607
5.72,5.4,11.2,0.5,4.42,6.73,0.58,6.0,0.88,114.7,0.59,0.427,6,8,0.499,0.351,0.43,1.0,0.549,49.4,0.559
9.03,3.86,15.05,0.55,8.05,10.03,0.35,8.0,0.55,93.05,0.86,0.476,4,11,0.919,0.463,0.503,0.0,0.888,41.9,0.406
2.89,1.6,8.61,0.35,1.65,4.13,1.0,2.0,0.95,89.12,0.56,0.171,15,10,0.907,0.775,0.827,1.0,0.562,60.7,0.579
9.03,0.05,17.45,0.86,7.46,7.46,0.58,6.0,0.88,91.13,0.89,0.449,10,7,0.926,0.34,0.727,0.0,0.765,51.0,0.426
5.85,3.4,12.55,0.52,4.92,6.72,0.58,6.0,0.88,33.76,0.64,0.602,6,7,0.743,0.931,0.691,0.0,0.758,36.5,0.296
6.27,6.93,5.17,0.23,5.2,10.81,0.35,8.0,0.55,70.8,0.7,0.054,5,5,0.846,0.419,0.519,0.0,0.49,38.8,0.333
4.48,2.31,2.49,0.11,3.86,9.74,0.35,8.0,0.55,44.46,0.91,0.744,1,10,0.599,0.906,0.615,1.0,0.496,41.1,0.422
5.05,1.32,11.84,0.52,3.92,5.8,0.35,8.0,0.55,37.86,0.8,0.815,17,1,0.705,0.07,0.428,1.0,0.549,53.8,0.585
3.39,5.55,11.79,0.58,2.05,3.65,0.35,8.0,0.55,71.27,0.77,0.282,8,10,0.856,0.246,0.514,0.0,0.682,51.9,0.45
4.29,3.51,9.4,0.36,3.55,6.04,0.82,4.0,1.0,93.27,0.98,0.25,14,9,0.504,0.998,0.602,0.0,0.507,42.8,0.35
3.78,4.29,4.19,0.17,3.25,7.27,0.82,4.0,1.0,105.2,0.79,0.408,17,5,0.939,0.597,0.418,0.0,0.936,68.6,0.465
0.88,2.63,2.77,0.11,0.17,1.91,0.58,6.0,0.88,114.35,0.63,0.134,2,8,0.664,0.457,0.969,1.0,0.956,71.4,0.6
1.19,8.76,17.7,0.96,-0.57,0.91,0.35,8.0,0.55,79.94,0.96,0.526,8,4,0.467,0.216,0.682,0.0,0.771,39.3,0.276
1.66,6.26,4.35,0.21,0.73,2.96,0.35,8.0,0.55,86.06,0.63,0.383,17,9,0.595,0.606,0.756,1.0,0.825,56.9,0.498
0.55,1.61,6.56,0.29,-0.21,0.86,0.58,6.0,0.88,73.73,0.64,0.573,16,3,0.878,0.661,0.704,0.0,0.357,52.1,0.395
8.07,3.38,12.82,0.59,6.57,8.59,0.58,6.0,0.88,142.99,0.56,0.641,17,7,0.68,0.687,0.806,0.0,0.844,53.4,0.437
6.66,6.14,1.17,0.06,6.33,16.24,0.58,6.0,0.88,91.57,0.76,0.262,16,6,0.595,0.836,0.952,1.0,0.498,46.3,0.42
1.47,0.59,8.99,0.33,0.38,2.16,0.35,8.0,0.55,81.14,0.61,0.203,14,5,0.911,0.379,0.791,1.0,0.939,57.9,0.522
3.9,0.64,13.95,0.55,2.37,4.33,0.82,4.0,1.0,86.77,0.74,0.879,16,12,0.682,0.563,0.897,0.0,0.915,58.8,0.445
7.59,5.98,2.11,0.09,6.49,17.25,0.35,8.0,0.55,14.53,0.89,0.892,16,6,0.912,0.055,0.633,0.0,0.949,50.7,0.525
8.84,1.48,10.54,0.43,7.42,11.33,0.58,6.0,0.88,156.26,0.67,0.388,14,6,0.547,0.181,0.456,1.0,0.526,43.4,0.514
6.35,6.01,7.24,0.3,5.62,9.77,0.58,6.0,0.88,11.22,0.8,0.351,11,10,0.933,0.482,0.603,1.0,0.727,49.7,0.455
9.52,1.88,16.26,0.66,8.56,9.43,0.35,8.0,0.55,26.95,0.93,0.327,17,11,0.51,0.453,0.511,0.0,0.783,36.4,0.373
0.85,1.42,9.81,0.36,-0.44,1.2,0.82,4.0,1.0,105.78,0.89,0.894,13,3,0.718,0.962,0.536,0.0,0.698,49.4,0.249
0.78,2.56,0.94,0.03,-0.13,2.05,0.58,6.0,0.88,103.63,0.62,0.438,9,12,0.837,0.354,0.979,1.0,0.555,63.3,0.559
2.84,0.15,15.73,0.67,1.12,2.78,0.58,6.0,0.88,78.16,1.0,0.486,6,8,0.79,0.942,0.799,1.0,0.51,48.1,0.447
2.08,0.87,4.05,0.15,0.89,4.16,1.0,2.0,0.95,10.42,0.72,0.997,10,5,0.782,0.872,0.609,0.0,0.437,60.7,0.435
6.91,0.28,7.11,0.33,6.01,10.16,0.82,4.0,1.0,150.87,0.93,0.838,1,6,0.777,0.834,0.894,1.0,0.789,52.8,0.495
6.26,2.12,12.59,0.61,5.32,6.52,0.82,4.0,1.0,109.13,0.77,0.264,5,10,0.897,0.042,0.511,0.0,0.402,54.5,0.486
9.36,0.21,2.25,0.12,8.63,19.91,0.35,8.0,0.55,141.15,0.77,0.914,10,3,0.583,0.652,0.498,0.0,0.397,48.2,0.309
7.58,6.72,2.41,0.11,7.06,16.48,0.35,8.0,0.55,114.57,0.8,0.794,8,1,0.774,0.983,0.541,1.0,0.583,42.7,0.419
1.42,0.88,14.4,0.57,0.45,1.54,1.0,2.0,0.95,80.85,0.83,0.813,14,6,0.664,0.899,0.72,1.0,0.829,58.6,0.539
8.77,0.32,0.89,0.04,8.01,22.49,0.58,6.0,0.88,119.05,0.96,0.715,7,9,0.511,0.469,0.616,0.0,0.925,59.1,0.445
4.5,0.75,11.44,0.41,3.45,5.92,0.58,6.0,0.88,174.06,0.87,0.31,4,5,0.916,0.98,0.905,0.0,0.569,47.5,0.357
5.27,0.63,7.31,0.27,4.19,8.5,1.0,2.0,0.95,62.72,0.6,0.139,1,7,0.937,0.415,0.482,1.0,0.596,53.5,0.51
6.45,1.59,15.73,0.63,5.38,6.58,0.58,6.0,0.88,167.75,0.77,0.462,12,10,0.768,0.169,0.533,1.0,0.931,55.8,0.557
4.65,0.44,6.86,0.25,3.72,7.75,1.0,2.0,0.95,57.13,0.84,0.55,13,2,0.615,0.886,0.718,0.0,0.604,52.4,0.38
3.74,1.67,3.61,0.15,3.27,7.48,1.0,2.0,0.95,37.54,0.85,0.237,14,2,0.882,0.946,0.92,0.0,0.656,52.3,0.336
4.52,5.49,14.2,0.63,3.0,4.61,0.58,6.0,0.88,42.35,0.83,0.816,4,8,0.855,0.076,0.805,1.0,0.701,58.2,0.572
6.45,3.47,17.06,0.65,4.99,6.45,0.58,6.0,0.88,23.38,0.84,0.764,16,5,0.458,0.447,0.659,0.0,0.895,43.8,0.401
1.51,4.31,7.33,0.33,0.43,2.22,0.35,8.0,0.55,146.18,0.58,0.168,8,12,0.603,0.149,0.472,0.0,0.726,53.2,0.44
2.42,1.66,2.33,0.08,1.89,5.63,0.82,4.0,1.0,99.39,0.55,0.965,3,11,0.689,0.891,0.777,1.0,0.509,70.7,0.526
2.29,1.66,12.4,0.58,1.31,2.46,0.58,6.0,0.88,19.15,0.71,0.632,9,7,0.949,0.109,0.797,1.0,0.976,64.6,0.635
3.75,3.95,9.32,0.52,2.45,4.31,0.82,4.0,1.0,37.89,0.58,0.517,3,1,0.778,0.487,0.733,1.0,0.755,62.9,0.551
1.28,3.87,1.78,0.07,0.37,3.05,0.58,6.0,0.88,65.93,0.79,0.23,16,4,0.653,0.036,0.906,0.0,0.725,68.2,0.491
3.11,0.57,9.37,0.35,2.18,4.44,1.0,2.0,0.95,98.28,0.79,0.865,6,4,0.796,0.023,0.745,0.0,0.637,60.6,0.479
3.42,3.03,4.25,0.17,2.68,6.58,0.35,8.0,0.55,2.46,0.71,0.738,2,9,0.494,0.513,0.534,0.0,0.368,44.7,0.398
5.46,0.65,17.98,0.91,4.12,4.33,0.82,4.0,1.0,90.33,0.92,0.632,11,1,0.589,0.208,0.932,1.0,0.911,61.8,0.556
2.96,1.89,15.18,0.77,1.3,2.64,0.35,8.0,0.55,118.93,0.71,0.61,2,6,0.906,0.961,0.727,0.0,0.834,47.0,0.314
7.76,3.9,5.33,0.24,6.73,13.15,0.58,6.0,0.88,148.67,0.87,0.63,15,3,0.698,0.882,0.806,0.0,0.513,46.9,0.298
3.59,6.97,10.94,0.41,2.33,4.72,0.35,8.0,0.55,79.29,0.74,0.731,6,12,0.641,0.289,0.879,1.0,0.376,50.4,0.513
1.55,2.31,3.67,0.14,0.64,3.16,0.82,4.0,1.0,111.65,0.79,0.617,10,6,0.914,0.562,0.497,1.0,0.39,72.9,0.627
1.96,1.82,8.01,0.37,1.03,2.72,0.58,6.0,0.88,20.18,0.78,0.788,17,11,0.92,0.671,0.977,0.0,0.688,65.3,0.451
7.42,0.43,1.45,0.08,6.95,17.26,0.58,6.0,0.88,113.68,0.66,0.662,17,8,0.639,0.21,0.851,1.0,0.462,55.2,0.573
6.25,1.51,12.17,0.48,4.88,7.53,0.82,4.0,1.0,82.82,0.8,0.55,8,10,0.675,0.52,0.516,0.0,0.578,51.4,0.38
3.56,0.46,6.15,0.3,2.37,5.48,1.0,2.0,0.95,32.77,0.58,0.11,7,11,0.972,0.79,0.644,0.0,0.942,56.5,0.435
7.3,1.16,1.84,0.09,6.3,16.59,0.82,4.0,1.0,75.91,0.6,0.568,3,1,0.874,0.819,0.494,0.0,0.801,51.1,0.373
1.33,0.68,14.64,0.61,0.28,1.39,0.58,6.0,0.88,36.0,0.8,0.916,4,5,0.967,0.935,0.637,0.0,0.746,53.6,0.447
1.16,1.2,3.65,0.16,0.46,2.27,0.82,4.0,1.0,8.47,0.69,0.843,13,8,0.738,0.441,0.719,0.0,0.832,71.5,0.546
7.32,0.71,3.22,0.14,6.77,14.94,0.58,6.0,0.88,163.33,0.87,0.424,11,6,0.87,0.415,0.795,0.0,0.471,53.4,0.445
0.97,3.86,15.35,0.68,-0.44,0.94,0.82,4.0,1.0,46.03,0.64,0.571,12,5,0.631,0.138,0.961,1.0,0.625,59.2,0.528
4.88,1.94,5.94,0.29,3.5,7.63,1.0,2.0,0.95,105.82,0.56,0.631,18,7,0.72,0.978,0.748,1.0,0.358,53.0,0.442
6.7,5.36,3.91,0.17,6.19,12.88,0.35,8.0,0.55,103.37,0.84,0.893,10,9,0.964,0.911,0.667,1.0,0.424,41.5,0.429
0.54,0.67,6.52,0.34,-0.77,0.78,1.0,2.0,0.95,60.18,0.89,0.911,15,4,0.627,0.203,0.91,0.0,0.432,65.9,0.379
4.9,3.85,7.79,0.29,3.91,7.66,0.35,8.0,0.55,146.8,0.92,0.305,3,2,0.654,0.914,0.434,1.0,0.573,42.4,0.375
8.06,1.4,11.05,0.5,7.0,9.48,0.58,6.0,0.88,142.7,0.89,0.124,11,6,0.683,0.066,0.426,0.0,0.779,51.6,0.501
4.04,3.68,10.03,0.41,2.54,5.32,0.35,8.0,0.55,137.87,0.8,0.629,7,6,0.91,0.299,0.548,0.0,0.469,47.9,0.376
1.88,0.71,6.22,0.23,0.61,3.24,0.58,6.0,0.88,79.12,0.74,0.661,1,10,0.925,0.107,0.426,1.0,0.38,62.4,0.625
1.98,1.77,5.44,0.29,1.44,3.09,1.0,2.0,0.95,142.19,0.8,0.064,3,12,0.578,0.266,0.765,0.0,0.961,72.0,0.603
3.19,7.83,3.09,0.14,2.42,6.51,0.35,8.0,0.55,59.01,0.67,0.258,6,5,0.631,0.6,0.82,0.0,0.884,50.6,0.362
2.69,1.57,4.98,0.23,2.01,4.64,1.0,2.0,0.95,103.67,0.87,0.746,13,9,0.795,0.751,0.508,1.0,0.667,65.2,0.56
1.2,0.71,17.63,0.81,0.04,1.03,1.0,2.0,0.95,48.22,0.62,0.779,2,10,0.876,0.002,0.405,1.0,0.72,62.6,0.611
2.91,4.03,14.96,0.6,1.53,3.06,0.82,4.0,1.0,15.31,0.7,0.253,4,8,0.479,0.671,0.603,0.0,0.501,47.3,0.306
0.92,7.91,4.24,0.17,-0.28,1.77,0.35,8.0,0.55,99.96,0.63,0.399,15,2,0.711,0.035,0.467,0.0,0.501,45.0,0.338
2.76,1.72,16.43,0.74,1.39,2.53,0.82,4.0,1.0,46.75,0.96,0.231,8,2,0.939,0.357,0.745,0.0,0.734,65.6,0.528
1.79,2.75,7.78,0.41,0.87,2.36,0.58,6.0,0.88,39.78,0.82,0.842,1,4,0.79,0.653,0.58,0.0,0.505,62.2,0.421
2.14,5.42,6.82,0.3,1.41,3.29,0.58,6.0,0.88,56.49,0.95,0.721,11,2,0.846,0.301,0.498,0.0,0.484,71.0,0.531
5.03,2.15,3.37,0.13,4.27,10.48,0.58,6.0,0.88,111.0,0.65,0.293,14,6,0.966,0.456,0.719,0.0,0.568,52.4,0.429
5.39,0.88,0.12,0.01,5.05,14.97,1.0,2.0,0.95,36.94,0.86,0.797,3,6,0.599,0.156,0.552,1.0,0.667,58.8,0.636
0.48,2.67,2.55,0.1,-0.68,1.07,0.58,6.0,0.88,117.83,0.81,0.29,1,11,0.634,0.38,0.751,1.0,0.477,60.3,0.495
3.67,0.71,1.33,0.05,3.02,9.18,0.82,4.0,1.0,170.49,0.86,0.944,7,7,0.708,0.51,0.948,1.0,0.735,72.9,0.635
5.69,7.54,3.35,0.14,4.95,11.61,0.35,8.0,0.55,36.62,0.95,0.135,8,4,0.567,0.488,0.849,0.0,0.861,50.0,0.365
7.78,4.28,10.85,0.5,6.78,9.15,0.35,8.0,0.55,109.32,0.83,0.864,12,2,0.613,0.46,0.645,0.0,0.964,49.8,0.471
5.69,2.19,12.44,0.57,4.17,6.18,0.58,6.0,0.88,93.75,0.63,0.2,17,8,0.75,0.711,0.442,0.0,0.825,47.8,0.376
3.81,0.84,3.06,0.11,3.32,8.28,1.0,2.0,0.95,62.05,0.98,0.551,2,9,0.717,0.797,0.425,0.0,0.47,61.0,0.458
2.39,3.31,8.69,0.33,1.19,3.51,0.82,4.0,1.0,137.53,0.58,0.225,5,8,0.563,0.831,0.777,0.0,0.9,60.0,0.494
6.78,5.43,12.5,0.64,5.36,6.85,0.58,6.0,0.88,176.72,0.57,0.195,7,1,0.868,0.243,0.827,0.0,0.49,51.6,0.441
0.97,4.63,17.23,0.71,-0.83,0.92,0.58,6.0,0.88,105.7,0.89,0.496,8,9,0.887,0.458,0.491,1.0,0.596,49.9,0.378
2.11,0.08,9.92,0.47,1.28,2.57,0.82,4.0,1.0,139.13,0.91,0.77,14,6,0.505,0.256,0.551,1.0,0.563,70.9,0.561
2.08,0.25,9.5,0.45,0.81,2.6,0.35,8.0,0.55,152.3,0.84,0.819,4,10,0.718,0.439,0.429,0.0,0.39,53.6,0.349
2.52,4.29,10.53,0.38,1.13,3.45,0.58,6.0,0.88,105.1,0.8,0.767,3,12,0.959,0.438,0.638,0.0,0.363,56.8,0.361
8.75,2.5,17.27,0.93,7.33,6.84,0.35,8.0,0.55,44.55,0.94,0.469,6,10,0.746,0.65,0.403,1.0,0.965,41.5,0.51
4.45,0.93,12.14,0.51,2.86,5.17,1.0,2.0,0.95,173.16,0.91,0.309,2,9,0.843,0.767,0.969,0.0,0.945,60.0,0.44
2.07,0.5,8.82,0.32,0.87,3.09,0.82,4.0,1.0,87.93,0.85,0.123,8,8,0.668,0.159,0.64,1.0,0.729,65.8,0.598
8.87,5.26,3.79,0.18,7.76,16.74,0.58,6.0,0.88,43.7,0.77,0.12,4,7,0.6,0.776,0.814,1.0,0.868,44.9,0.471
1.57,4.01,1.06,0.04,0.62,4.03,0.82,4.0,1.0,159.95,0.92,0.666,11,9,0.859,0.924,0.791,1.0,0.782,75.8,0.597
5.07,1.83,0.96,0.05,4.73,12.68,1.0,2.0,0.95,36.06,0.89,0.287,11,11,0.866,0.972,0.695,0.0,0.411,48.7,0.281
4.72,1.54,6.06,0.3,4.1,7.26,1.0,2.0,0.95,90.14,0.72,0.097,15,2,0.66,0.583,0.669,1.0,0.899,60.2,0.587
11.04,4.82,15.37,0.77,9.21,9.86,0.35,8.0,0.55,42.86,0.77,0.903,2,6,0.967,0.013,0.874,1.0,0.649,47.8,0.605
1.3,1.16,16.95,0.84,-0.39,1.09,1.0,2.0,0.95,126.11,0.93,0.214,3,12,0.609,0.234,0.559,1.0,0.545,51.3,0.473
1.69,2.2,7.43,0.35,0.3,2.41,0.58,6.0,0.88,135.62,0.89,0.933,15,7,0.729,0.73,0.531,1.0,0.577,62.3,0.486
1.17,0.62,11.33,0.56,-0.02,1.29,0.58,6.0,0.88,71.23,0.73,0.503,13,12,0.943,0.388,0.82,1.0,0.889,53.2,0.571
6.04,4.29,16.76,0.72,4.96,5.64,0.82,4.0,1.0,57.09,0.79,0.842,3,9,0.506,0.389,0.628,0.0,0.493,48.7,0.447
2.03,1.0,15.31,0.73,0.41,1.88,1.0,2.0,0.95,32.46,0.91,0.791,14,4,0.795,0.404,0.415,0.0,0.607,65.5,0.539
9.06,3.17,12.61,0.47,8.28,11.05,0.58,6.0,0.88,113.08,0.58,0.103,13,7,0.974,0.527,0.618,1.0,0.435,46.9,0.508
6.37,2.28,4.5,0.18,5.3,12.02,0.82,4.0,1.0,11.08,0.91,0.507,12,12,0.692,0.827,0.866,1.0,0.55,47.3,0.44
1.27,2.86,7.11,0.32,0.62,1.9,0.58,6.0,0.88,83.59,0.91,0.157,3,2,0.524,0.937,0.41,0.0,0.786,54.3,0.426
5.82,2.53,8.83,0.37,5.04,8.08,0.82,4.0,1.0,170.78,0.73,0.393,11,3,0.633,0.421,0.603,0.0,0.468,59.4,0.456
5.25,5.56,7.52,0.33,4.1,7.72,0.58,6.0,0.88,121.11,0.84,0.753,7,1,0.884,0.204,0.953,0.0,0.723,64.2,0.547
2.33,5.46,2.23,0.09,1.94,5.3,0.58,6.0,0.88,44.8,0.96,0.567,7,1,0.75,0.281,0.428,1.0,0.937,77.2,0.656
7.98,6.08,11.81,0.48,7.24,9.61,0.58,6.0,0.88,160.72,0.57,0.372,11,12,0.45,0.834,0.661,1.0,0.373,39.7,0.441
3.5,1.36,2.57,0.09,2.53,7.95,1.0,2.0,0.95,102.33,0.67,0.233,3,10,0.854,0.91,0.699,0.0,0.834,54.0,0.371
3.07,1.83,16.37,0.74,1.73,2.82,0.82,4.0,1.0,36.51,0.98,0.688,16,2,0.691,0.709,0.585,1.0,0.801,63.9,0.586
5.28,2.76,6.44,0.31,4.26,8.0,0.82,4.0,1.0,111.31,0.97,0.567,3,11,0.787,0.096,0.48,1.0,0.874,64.2,0.659
0.75,0.38,9.6,0.35,-0.14,1.07,0.35,8.0,0.55,62.16,0.69,0.205,10,9,0.493,0.743,0.863,1.0,0.628,49.4,0.482
0.87,1.96,2.03,0.09,0.08,1.98,1.0,2.0,0.95,13.08,0.96,0.846,3,5,0.914,0.022,0.54,1.0,0.483,75.8,0.687
5.17,0.72,5.27,0.27,4.25,8.34,1.0,2.0,0.95,79.87,0.88,0.806,15,3,0.564,0.663,0.679,0.0,0.497,59.2,0.428
2.54,3.43,5.58,0.23,1.82,4.38,0.82,4.0,1.0,162.71,0.98,0.22,3,12,0.949,0.042,0.931,1.0,0.536,70.1,0.642
2.86,1.77,11.98,0.65,1.19,2.86,1.0,2.0,0.95,102.8,0.55,0.639,17,5,0.66,0.419,0.67,1.0,0.424,63.7,0.525
4.05,6.4,5.73,0.23,3.46,6.98,0.58,6.0,0.88,12.1,1.0,0.645,2,3,0.729,0.346,0.84,1.0,0.585,49.3,0.461
3.08,0.53,7.68,0.29,1.89,4.81,0.58,6.0,0.88,123.03,0.57,0.912,15,3,0.713,0.434,0.865,0.0,0.364,57.0,0.401
6.23,2.49,10.16,0.56,5.26,6.85,0.82,4.0,1.0,7.2,0.88,0.66,13,12,0.843,0.967,0.786,0.0,0.353,40.4,0.252
5.1,4.03,14.96,0.77,3.53,4.55,0.58,6.0,0.88,160.63,0.77,0.397,16,8,0.774,0.271,0.618,1.0,0.479,49.5,0.468
